X,gene_id,gene_name,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,M.56.2,X1.56.R,X2.56.R,X3.56.R,X4.56.R,X5.56.R,M.56.1,M.56.3,M.56.4,M.56.5,M.56.6,seqnames,start,end,width,strand,gene_name,gene_id,EnrichNumber,MeanMethDiff,MeanBeta.WildType_1,MeanBeta.WildType_2,MeanBeta.WildType_3,MeanBeta.Mutation_1,MeanBeta.Mutation_2,MeanBeta.Mutation_3
3778,ENSDARG00000004322,ush1ga,protein_coding,   15.47241,-2.310926,0.8334532,-2.772712,5.559123e-03,3.189021e-02,4.735377e+00,  55.327043,  26.729439,  16.2408136,  23.4726864,  15.7698446,    0.000000,   20.426660,   1.5066419,   2.415522,    3.572513,3,56882832,56898702, 15871,-,ush1ga,ENSDARG00000004322, 1,-26.5306122,0.692307692,0.000000000,0.266666667,0.000000000,0.000000000,0.000000000
3792,ENSDARG00000056998,kirrel1b,protein_coding,   27.98791,-2.394093,0.8646620,-2.768820,5.625976e-03,3.216242e-02,4.735377e+00, 127.252200,  23.165514,  50.2691851,  21.2011361,  29.4827530,    0.000000,   21.447993,  15.8197398,  14.493134,    0.000000,2,43961626,44040776, 79151,-,kirrel1b,ENSDARG00000056998, 1,-15.2816368,1.000000000,0.978723404,1.000000000,0.857142857,0.714285714,0.937500000
3802,ENSDARG00000012534,slc6a6a,protein_coding,   24.14825,-2.640714,0.9552170,-2.764517,5.700709e-03,3.250394e-02,0.000000e+00,  75.244779,  38.312196,  36.3484877,  29.5301539,  43.8813068,    0.000000,    0.000000,  19.5863445,   7.246567,   15.480891,8, 7142066, 7195929, 53864,+,slc6a6a,ENSDARG00000012534, 1, 33.8790698,0.059523810,0.583333333,0.529411765,0.756410256,0.469879518,0.425925926
3886,ENSDARG00000086453,cx52.9,protein_coding,   46.32817,-2.181847,0.7984619,-2.732563,6.284374e-03,3.505730e-02,4.167132e+01,  90.736351,  76.624392,  37.8952318, 135.5358346,  63.0793786,    0.000000,   12.255996,  25.6129120,   0.000000,   26.198430,17,53433279,53437459,  4181,+,cx52.9,ENSDARG00000086453, 2, 28.3682906,0.717966792,0.610766046,0.690000000,0.975249723,0.953870537,0.988621392
3896,ENSDARG00000070543,grin2ab,protein_coding,   45.07338,-2.425703,0.8892540,-2.727795,6.375923e-03,3.547671e-02,4.640669e+01, 101.801760, 112.263644,  88.9377890,  43.9166391,  58.2798606,   29.328419,    0.000000,  11.2998141,   0.000000,    3.572513,1, 8763429, 8930841,167413,-,grin2ab,ENSDARG00000070543, 6,  8.0980348,0.325529101,0.467320261,0.428733032,0.486271852,0.460172893,0.457768362
3925,ENSDARG00000023228,vsnl1a,protein_coding,   92.13199,-2.029481,0.7459360,-2.720718,6.514040e-03,3.597300e-02,2.841226e+01, 224.627796, 322.535230,  85.0709286,  50.7312901,  99.4185858,  110.796249,   60.258647,  25.6129120,   2.415522,    3.572513,20,35380482,35429737, 49256,+,vsnl1a,ENSDARG00000023228, 1,-31.8106587,1.000000000,0.764705882,0.685714286,0.550000000,0.304347826,0.583333333
3940,ENSDARG00000116042,chst3b,protein_coding,   19.12384,-2.024989,0.7451503,-2.717558,6.576567e-03,3.619388e-02,1.515321e+01,  29.876603,  32.075327,  47.9490689,  37.8591717,  14.3985538,   14.664209,    0.000000,   7.5332094,   9.662090,    1.190838,12,49004048,49012695,  8648,+,chst3b,ENSDARG00000116042, 1, 19.8317308,0.231250000,0.780000000,0.780000000,0.392857143,0.882882883,0.494382022
3941,ENSDARG00000074034,si:dkey-91i10.2,protein_coding,   19.48200,-2.047334,0.7535890,-2.716779,6.592070e-03,3.626057e-02,1.515321e+01,  38.728930,  23.165514,  30.9348831,  23.4726864,  50.7377610,    0.000000,   10.213330,  13.5597769,   0.000000,    8.335864,9,22940962,22965897, 24936,-,si:dkey-91i10.2,ENSDARG00000074034, 3,-18.8328851,0.685599541,0.803921569,0.660130719,0.378030303,0.521896897,0.612903226
3945,ENSDARG00000063011,antxr2b,protein_coding,   12.92163,-3.313534,1.2200528,-2.715894,6.609706e-03,3.632071e-02,0.000000e+00,  27.663522,  13.364719,  14.6940695,  53.7600238,  17.1411355,    0.000000,    1.021333,   0.0000000,  14.493134,    0.000000,10, 9193190, 9219663, 26474,+,antxr2b,ENSDARG00000063011, 1, 24.2103032,0.673076923,0.800000000,0.541666667,0.941176471,0.930232558,0.833333333
3970,ENSDARG00000078839,si:dkey-28o19.1,protein_coding,   13.20674,-2.984310,1.1024845,-2.706895,6.791578e-03,3.708509e-02,0.000000e+00,  35.409308,  24.056495,  30.9348831,  10.6005681,  26.0545259,    0.000000,    0.000000,  15.8197398,   1.207761,    1.190838,10,18291971,18494617,202647,-,si:dkey-28o19.1,ENSDARG00000078839, 1, 59.4512195,0.333333333,0.307692308,0.133333333,0.692307692,0.894736842,0.937500000
3987,ENSDARG00000059690,slc29a4,protein_coding,   26.38415,-2.305357,0.8543461,-2.698388,6.967614e-03,3.788411e-02,8.523678e+00,  47.581257,  41.876121,  24.7479065,  84.0473611,  34.2822710,   34.216489,    8.170664,   6.7798885,   0.000000,    0.000000,3,40313410,40349733, 36324,+,slc29a4,ENSDARG00000059690, 1,-28.1223987,0.781569966,0.926315789,0.885714286,0.796296296,0.458745875,0.448275862
3994,ENSDARG00000076639,esamb,protein_coding,   17.14004,-3.157051,1.1714895,-2.694903,7.040906e-03,3.821551e-02,1.610028e+01,  42.048553,  70.387523,  25.5212786,  18.9295858,   9.5990359,    0.000000,    0.000000,   0.0000000,   0.000000,    5.954189,15,19353693,19445997, 92305,-,esamb,ENSDARG00000076639, 2, 47.0051928,0.875000000,0.833732057,0.157307692,0.857142857,0.972222222,0.784090909
4007,ENSDARG00000090126,si:ch211-105f12.2,protein_coding,   43.09396,-2.229601,0.8283203,-2.691714,7.108589e-03,3.844810e-02,3.030641e+01,  54.220502,  61.477710,  92.0312773, 109.7915979,  60.3367969,   11.405496,   43.917319,  10.5464932,   0.000000,    0.000000,15,15373607,15381879,  8273,+,si:ch211-105f12.2,ENSDARG00000090126, 1, 20.1552795,0.400000000,0.666666667,0.578947368,0.906250000,0.712500000,0.714285714
4008,ENSDARG00000104100,bmpr1ba,protein_coding,   21.56538,-2.272896,0.8443949,-2.691746,7.107909e-03,3.844810e-02,5.682452e+00,  61.966289,  35.639252,  12.3739533,  39.3735385,  40.4530797,   11.405496,    0.000000,   9.7931722,  20.531940,    0.000000,5, 7488064, 7714160,226097,-,bmpr1ba,ENSDARG00000104100, 2, -2.4663536,0.846505779,0.465434852,0.592972817,0.559084372,0.763457207,0.676737589
4015,ENSDARG00000061352,bcl11aa,protein_coding,   39.32725,-2.042978,0.7599701,-2.688234,7.183098e-03,3.878336e-02,2.651811e+01, 118.399873,  41.876121,  48.7224409,  71.1752428,  55.5372789,   21.181636,    6.127998,  40.6793308,   0.000000,    2.381675,13,25844528,25925224, 80697,+,bcl11aa,ENSDARG00000061352, 2, 31.7020313,0.741666667,0.584793492,0.365384615,0.798076923,0.736842105,0.934621711
4027,ENSDARG00000117607,FP102158.1,lincRNA,   11.45166, 2.763322,1.0295608, 2.683982,7.275109e-03,3.917321e-02,1.231198e+01,  12.171950,   0.000000,   0.7733721,   0.0000000,   1.3712908,   40.733915,   12.255996,  15.0664188,  22.947463,    8.335864,23, 3937908, 3944734,  6827,+,FP102158.1,ENSDARG00000117607, 4,-21.0090470,0.866602891,0.447345625,0.419642857,0.418539326,0.499801797,0.320948845
4049,ENSDARG00000076076,crtc1b,protein_coding,   10.19978,-3.470236,1.2964715,-2.676677,7.435626e-03,3.980678e-02,0.000000e+00,  30.983144,  25.838458,  24.7479065,  18.1724024,   0.6856454,    8.146783,    0.000000,   0.0000000,   3.623284,    0.000000,11, 6900306, 6958042, 57737,+,crtc1b,ENSDARG00000076076, 1, 18.7830688,0.850000000,0.666666667,0.692307692,0.892857143,1.000000000,0.906250000
4102,ENSDARG00000103001,si:ch73-215d9.1,protein_coding,   15.65668,-3.041672,1.1431505,-2.660780,7.795984e-03,4.119793e-02,1.136490e+01,  59.753207,  11.582757,  11.6005812,  46.1881894,  21.9406534,    0.000000,    0.000000,   9.7931722,   0.000000,    0.000000,16,36766674,36931828,165155,+,si:ch73-215d9.1,ENSDARG00000103001, 1,-38.7795576,0.266666667,0.837837838,0.882352941,0.636363636,0.153846154,0.362068966
4112,ENSDARG00000077367,ntng2a,protein_coding,   16.94245,-2.646919,0.9962583,-2.656860,7.887227e-03,4.158057e-02,1.799443e+01,  30.983144,  43.658084,  45.6289526,  17.4152190,  18.5124263,    9.776140,    0.000000,   0.0000000,   1.207761,    1.190838,8,11991150,12111461,120312,+,ntng2a,ENSDARG00000077367, 2, 17.2883444,0.747909699,0.587755102,0.675675676,0.869318182,0.857686178,0.860289027
4135,ENSDARG00000074443,gas7a,protein_coding,   19.28299,-2.738672,1.0333814,-2.650204,8.044313e-03,4.216263e-02,7.576603e+00,  81.884024,  46.331028,  22.4277903,  14.3864852,  15.0841992,    0.000000,   18.383994,   0.0000000,   6.038806,    0.000000,3,50308684,50420221,111538,+,gas7a,ENSDARG00000074443, 3, 40.5923584,0.277300303,0.371281876,0.623268398,0.882004831,0.857211275,0.660232266
4154,ENSDARG00000042872,zdhhc8a,protein_coding,   92.75562,-4.212030,1.5930229,-2.644048,8.192093e-03,4.274634e-02,4.735377e+01, 178.153080, 184.433129, 206.4903449, 273.3432195, 115.8740758,   14.664209,    0.000000,   0.0000000,   0.000000,    0.000000,10,  426269,  454622, 28354,+,zdhhc8a,ENSDARG00000042872, 2,-32.9900898,0.816939193,0.791666667,0.830645161,0.408163265,0.545959596,0.486643438
4185,ENSDARG00000087688,klhl29,protein_coding,   14.28202,-2.381895,0.9045505,-2.633236,8.457549e-03,4.380950e-02,1.894151e+00,  34.302767,  34.748271,  14.6940695,  23.4726864,  20.5693626,    0.000000,   10.213330,   1.5066419,  15.700896,    0.000000,20,44799375,45064514,265140,-,klhl29,ENSDARG00000087688, 3, 31.2696100,0.375000000,0.269230769,0.372469636,0.650113379,0.801388889,0.559332455
4229,ENSDARG00000102472,btbd17b,protein_coding,   11.15081,-3.152394,1.2049917,-2.616112,8.893733e-03,4.559625e-02,0.000000e+00,  22.130817,   9.800794,  16.2408136,  54.5172072,   5.4851634,    0.000000,    0.000000,   3.7666047,   0.000000,   10.717540,3,12884117,12892779,  8663,-,btbd17b,ENSDARG00000102472, 1, 17.0186023,0.652173913,0.558823529,0.904761905,0.820224719,0.896551724,0.885714286
4262,ENSDARG00000092347,si:dkey-161j23.6,protein_coding,   14.82120,-2.507339,0.9611148,-2.608782,9.086521e-03,4.622562e-02,0.000000e+00,  25.450440,  12.473738,  35.5751156,  32.5588876,  28.7971076,    0.000000,    0.000000,   9.0398513,   6.038806,   13.099215,24,39574071,39580236,  6166,+,si:dkey-161j23.6,ENSDARG00000092347, 1,-23.8532110,0.333333333,0.151515152,0.382352941,0.000000000,0.000000000,0.000000000
4281,ENSDARG00000069139,grik1a,protein_coding,   16.03628,-3.043374,1.1684599,-2.604603,9.198079e-03,4.657696e-02,4.735377e+00,  60.859748,  16.037663,  25.5212786,  12.1149349,  39.7674343,    0.000000,   17.362661,   0.0000000,   0.000000,    0.000000,10,25402463,25572647,170185,-,grik1a,ENSDARG00000069139, 1, 74.4427481,0.019230769,0.100000000,0.307692308,0.659574468,0.879310345,1.000000000
4293,ENSDARG00000052644,ca10a,protein_coding,   43.11634,-2.519820,0.9688198,-2.600918,9.297478e-03,4.694869e-02,2.841226e+01, 118.399873, 120.282475,  64.9632546,  43.9166391,  43.8813068,   42.363272,    0.000000,   0.0000000,  10.869851,    1.190838,12,21296317,21553637,257321,+,ca10a,ENSDARG00000052644, 3,  7.2663886,0.595658915,0.531674208,0.497863248,0.617394550,0.605616976,0.602872535
4298,ENSDARG00000051814,ptprz1a,protein_coding,  228.45835,-2.455662,0.9448128,-2.599099,9.346879e-03,4.714324e-02,1.524791e+02, 326.429556, 297.587754, 491.0912698, 606.5039303, 340.0801279,  151.530164,  111.325297,  24.1062701,   0.000000,   11.908377,25,28340171,28445607,105437,-,ptprz1a,ENSDARG00000051814, 1, 18.6842105,0.875000000,0.633333333,0.818181818,0.937500000,0.978260870,0.935483871
4326,ENSDARG00000108781,C14orf132,protein_coding,   18.39594,-2.572939,0.9938866,-2.588765,9.632071e-03,4.826723e-02,1.231198e+01,  54.220502,  46.331028,  35.5751156,  18.9295858,  13.7129084,    0.000000,   15.319995,   0.0000000,   0.000000,    5.954189,17, 2902113, 2947592, 45480,-,NA,ENSDARG00000108781, 3,-56.6008519,0.933627496,0.942470409,0.932548875,0.173996914,0.506007607,0.345811052
4348,ENSDARG00000096917,si:ch211-227m13.1,protein_coding,   10.90696,-2.777659,1.0755906,-2.582450,9.810160e-03,4.891831e-02,8.523678e+00,  40.942012,  31.184345,  15.4674416,   3.7859172,  10.9703267,    0.000000,    3.063999,   0.0000000,   6.038806,    0.000000,22,13276693,13352356, 75664,-,si:ch211-227m13.1,ENSDARG00000096917, 2, 42.3820587,0.159674981,0.555149168,0.541666667,0.811154950,0.807292590,0.811890473
4350,ENSDARG00000090787,klhdc8b,protein_coding,   16.12607,-2.654903,1.0282742,-2.581902,9.825754e-03,4.896614e-02,0.000000e+00,  76.351320,  23.165514,  16.2408136,  20.4439527,  11.6559721,   22.810992,    2.042666,   2.2599628,   2.415522,    0.000000,23,19249968,19436199,186232,-,klhdc8b,ENSDARG00000090787, 1, 33.6734694,0.615384615,0.535714286,0.380952381,0.881578947,0.593750000,0.948717949
